rank,factor,total_refs,as_cause,as_effect,transcripts
6722,water and sanitation services,1,0,1,1
6723,water and sewer infrastructure,1,0,1,1
6724,water availability and distribution,1,0,1,1
6725,water availability at latrines,1,1,0,1
6726,water availability during drought seasons,1,0,1,1
6727,water availability during dry season,1,0,1,1
6728,water availability for agriculture,1,0,1,1
6729,water availability for livestock and domestic consumption,1,0,1,1
6730,water availability in schools,1,0,1,1
6731,water bill payment,1,1,0,1
6732,water board management,1,1,0,1
6733,water body protection (source rivers),1,1,0,1
6734,water borehole development,1,1,0,1
6735,water borne disease control,1,0,1,1
6736,water borne disease prevalence,1,0,1,1
6737,water bureau capacity,1,1,0,1
6738,water bureau coordination forum,1,1,0,1
6739,water bureau coordination leadership,1,1,0,1
6740,water bureau performance,1,0,1,1
6741,water catchment and reservoir construction,1,1,0,1
6742,water catchment conservation,1,1,0,1
6743,water challenges addressed,1,0,1,1
6744,water cleanliness,1,0,1,1
6745,water committee coordination,1,0,1,1
6746,water committee financial accountability,1,1,0,1
6747,water committee legal framework,1,1,0,1
6748,water committee oversight,1,0,1,1
6749,water committee stability,1,0,1,1
6750,water committee support,1,1,0,1
6751,water committee training and materials,1,1,0,1
6752,water committee turnover,1,1,0,1
6753,water container size,1,1,0,1
6754,water contamination management,1,0,1,1
6755,water cost to community,1,0,1,1
6756,water coverage and access,1,0,1,1
6757,water coverage gap identification,1,0,1,1
6758,water cranes and machines,1,1,0,1
6759,water delivery,1,0,1,1
6760,water delivery efficiency,1,0,1,1
6761,water delivery to distant storage,1,0,1,1
6762,water demand and supply data,1,1,0,1
6763,water demand coverage,1,0,1,1
6764,water demand on systems,1,0,1,1
6765,water department field staff,1,1,0,1
6766,water department oversight capacity,1,0,1,1
6767,water distribution,1,0,1,1
6768,water distribution coverage,1,0,1,1
6769,water distribution irregularity,1,1,0,1
6770,water distribution line condition,1,0,1,1
6771,water distribution management,1,1,0,1
6772,water distribution problem resolution,1,0,1,1
6773,water distribution system breakdown,1,0,1,1
6774,water distribution system fairness,1,1,0,1
6775,water distribution to consumers,1,0,1,1
6776,water distribution to outside areas,1,1,0,1
6777,water distribution to residents,1,0,1,1
6778,water drainage system pollution,1,0,1,1
6779,water drilling project completion,1,0,1,1
6780,water expert assessment and documentation,1,1,0,1
6781,water expert training,1,1,0,1
6782,water facility construction,1,0,1,1
6783,water facility deterioration,1,0,1,1
6784,water facility establishment,1,0,1,1
6785,water facility maintenance,1,0,1,1
6786,water facility mishandling,1,0,1,1
6787,water facility problem reporting,1,0,1,1
6788,water facility repair,1,0,1,1
6789,water facility scarcity,1,1,0,1
6790,water fetching burden,1,0,1,1
6791,water fetching burden on women and children,1,0,1,1
6792,water fetching time,1,1,0,1
6793,water fetching time for women,1,0,1,1
6794,water flow in system,1,0,1,1
6795,water flow monitoring,1,1,0,1
6796,water harvesting,1,1,0,1
6797,water harvesting activities,1,1,0,1
6798,water harvesting for irrigation,1,1,0,1
6799,water harvesting programs,1,1,0,1
6800,water harvesting structures,1,1,0,1
6801,water hygiene,1,0,1,1
6802,water infrastructure activities,1,0,1,1
6803,water infrastructure adequacy,1,0,1,1
6804,water infrastructure around schools and health posts,1,0,1,1
6805,water infrastructure capacity,1,1,0,1
6806,water infrastructure condition,1,0,1,1
6807,water infrastructure construction,1,0,1,1
6808,water infrastructure coverage,1,0,1,1
6809,water infrastructure coverage in rural kebeles,1,1,0,1
6810,water infrastructure damage,1,1,0,1
6811,water infrastructure in expansion areas,1,0,1,1
6812,water infrastructure investment,1,0,1,1
6813,water infrastructure longevity,1,0,1,1
6814,water infrastructure management,1,0,1,1
6815,water infrastructure needs,1,0,1,1
6816,water infrastructure operation,1,0,1,1
6817,water infrastructure output,1,0,1,1
6818,water infrastructure problems,1,0,1,1
6819,water infrastructure project completion,1,1,0,1
6820,water infrastructure projects,1,0,1,1
6821,water infrastructure reliability,1,0,1,1
6822,water infrastructure use,1,0,1,1
6823,water infrastructure utilization,1,0,1,1
6824,water institute capacity,1,0,1,1
6825,water intervention selection,1,0,1,1
6826,water kiosk bypass,1,1,0,1
6827,water kiosk utilization,1,0,1,1
6828,water leakage,1,0,1,1
6829,water line breakdowns,1,0,1,1
6830,water line capacity,1,1,0,1
6831,water line construction to schools,1,0,1,1
6832,water line damage,1,0,1,1
6833,water line expansion,1,1,0,1
6834,water line leakage,1,1,0,1
6835,water loss,1,0,1,1
6836,water maintenance unions and private actors,1,1,0,1
6837,water management awareness campaigns,1,1,0,1
6838,water management capacity,1,0,1,1
6839,water management committee knowledge,1,1,0,1
6840,water management committee training,1,0,1,1
6841,water management committees,1,1,0,1
6842,water management model,1,1,0,1
6843,water management practices,1,0,1,1
6844,water management skills,1,0,1,1
6845,water management training,1,1,0,1
6846,water meter installation,1,1,0,1
6847,water mismanagement,1,1,0,1
6848,water needs identification,1,0,1,1
6849,water network extension,1,0,1,1
6850,water office M&E leadership,1,1,0,1
6851,water office awareness activities,1,1,0,1
6852,water office coordination initiative,1,1,0,1
6853,water office logistics and materials,1,1,0,1
6854,water office staffing,1,1,0,1
6855,water office supervisor oversight,1,1,0,1
6856,water officer transport,1,1,0,1
6857,water output volume,1,0,1,1
6858,water pan availability at latrines,1,1,0,1
6859,water pans and tanks,1,1,0,1
6860,water pipe damage,1,0,1,1
6861,water pipe diameter,1,1,0,1
6862,water pipeline damage,1,0,1,1
6863,water point maintenance,1,0,1,1
6864,water policy,1,1,0,1
6865,water policy development,1,0,1,1
6866,water policy implementation,1,1,0,1
6867,water potability,1,0,1,1
6868,water potability from saline sources,1,0,1,1
6869,water priority identification,1,0,1,1
6870,water problem reporting,1,0,1,1
6871,water problem resolution,1,0,1,1
6872,water problem solving,1,0,1,1
6873,water problem solving capacity,1,0,1,1
6874,water production and consumption monitoring,1,0,1,1
6875,water production and sales recording,1,1,0,1
6876,water production monitoring,1,0,1,1
6877,water project continuity,1,0,1,1
6878,water project delivery,1,0,1,1
6879,water project effectiveness,1,0,1,1
6880,water project failure,1,0,1,1
6881,water project finances,1,0,1,1
6882,water project financial management,1,0,1,1
6883,water project functionality,1,0,1,1
6884,water project funding sufficiency,1,0,1,1
6885,water project income,1,0,1,1
6886,water project initiation in remote areas,1,0,1,1
6887,water project maintenance and establishment,1,0,1,1
6888,water project management,1,0,1,1
6889,water project management effectiveness,1,0,1,1
6890,water project monitoring effectiveness,1,0,1,1
6891,water project operation,1,0,1,1
6892,water project operationalization,1,0,1,1
6893,water project outcomes,1,0,1,1
6894,water project oversight,1,0,1,1
6895,water project performance,1,0,1,1
6896,water project proposals,1,0,1,1
6897,water project success,1,0,1,1
6898,water project timely completion,1,0,1,1
6899,water projects completion,1,1,0,1
6900,water pump acquisition,1,0,1,1
6901,water pump emergency operation,1,0,1,1
6902,water pump failure,1,1,0,1
6903,water pump maintenance,1,0,1,1
6904,water pump operation,1,0,1,1
6905,water pumping reliability,1,0,1,1
6906,water purification and chlorination practices,1,1,0,1
6907,water purification machine installation,1,1,0,1
6908,water quality assurance,1,0,1,1
6909,water quality for downstream users,1,0,1,1
6910,water quality improvement,1,0,1,1
6911,water quality monitoring,1,1,0,1
6912,water quality testing laboratory,1,1,0,1
6913,water quantity access,1,1,0,1
6914,water rationing,1,0,1,1
6915,water recycling and rainwater harvesting,1,1,0,1
6916,water rent revenue,1,1,0,1
6917,water reservoir availability,1,1,0,1
6918,water reservoir drying,1,1,0,1
6919,water reservoir functionality,1,1,0,1
6920,water reservoir issue resolution,1,0,1,1
6921,water reservoir level,1,0,1,1
6922,water resource depletion,1,1,0,1
6923,water resource identification quality,1,0,1,1
6924,water resource management quality,1,0,1,1
6925,water resource persons training,1,1,0,1
6926,water resource planning,1,0,1,1
6927,water resource potential study,1,1,0,1
6928,water resource sustainability,1,0,1,1
6929,water resource utilization,1,0,1,1
6930,water resources,1,1,0,1
6931,water resources management,1,0,1,1
6932,water restoration process,1,1,0,1
6933,water retention,1,0,1,1
6934,water running in systems,1,1,0,1
6935,water sales contributions,1,1,0,1
6936,water sales volume,1,1,0,1
6937,water sanitation,1,0,1,1
6938,water scheme adequacy,1,0,1,1
6939,water scheme administration,1,0,1,1
6940,water scheme breakdown,1,0,1,1
6941,water scheme breakdowns,1,0,1,1
6942,water scheme completion,1,0,1,1
6943,water scheme component functionality,1,0,1,1
6944,water scheme construction access,1,0,1,1
6945,water scheme construction quality,1,0,1,1
6946,water scheme cost reduction,1,0,1,1
6947,water scheme damage,1,0,1,1
6948,water scheme depletion,1,0,1,1
6949,water scheme design,1,1,0,1
6950,water scheme design fit,1,0,1,1
6951,water scheme development and maintenance,1,0,1,1
6952,water scheme development for health facilities,1,0,1,1
6953,water scheme development in town,1,0,1,1
6954,water scheme efficiency,1,0,1,1
6955,water scheme expansion,1,0,1,1
6956,water scheme expansion and rehabilitation,1,0,1,1
6957,water scheme failure,1,0,1,1
6958,water scheme fencing,1,1,0,1
6959,water scheme financial management,1,0,1,1
6960,water scheme financial oversight,1,0,1,1
6961,water scheme functionality monitoring,1,0,1,1
6962,water scheme governance,1,0,1,1
6963,water scheme infrastructure,1,1,0,1
6964,water scheme integration,1,1,0,1
6965,water scheme life span,1,0,1,1
6966,water scheme maintenance and rehabilitation,1,0,1,1
6967,water scheme maintenance by community,1,0,1,1
6968,water scheme maintenance capacity,1,0,1,1
6969,water scheme maintenance coverage,1,0,1,1
6970,water scheme maintenance service,1,0,1,1
6971,water scheme management capacity,1,0,1,1
6972,water scheme management practices,1,0,1,1
6973,water scheme operationality,1,0,1,1
6974,water scheme planning,1,0,1,1
6975,water scheme pollution,1,0,1,1
6976,water scheme problem response,1,0,1,1
6977,water scheme problem-solving capacity,1,0,1,1
6978,water scheme project failure,1,0,1,1
6979,water scheme proximity to schools,1,1,0,1
6980,water scheme quality,1,0,1,1
6981,water scheme quality monitoring,1,0,1,1
6982,water scheme repair,1,0,1,1
6983,water scheme repair capacity,1,0,1,1
6984,water scheme resourcing,1,0,1,1
6985,water scheme security and sustainability,1,0,1,1
6986,water scheme service,1,1,0,1
6987,water scheme service provision,1,0,1,1
6988,water scheme shortage,1,0,1,1
6989,water scheme status knowledge,1,0,1,1
6990,water scheme success,1,0,1,1
6991,water scheme sufficiency,1,1,0,1
6992,water scheme volume,1,0,1,1
6993,water schemes near schools,1,1,0,1
6994,water sector coordination,1,0,1,1
6995,water sector governance,1,0,1,1
6996,water sector improvement,1,0,1,1
6997,water sector knowledge sharing,1,1,0,1
6998,water sector leadership,1,0,1,1
6999,water sector privatization,1,1,0,1
7000,water sector restructuring,1,1,0,1
7001,water sector workforce capacity,1,0,1,1
7002,water service accessibility,1,0,1,1
7003,water service and waste disposal management,1,0,1,1
7004,water service breakdown frequency,1,0,1,1
7005,water service burden,1,0,1,1
7006,water service challenges,1,0,1,1
7007,water service coverage across woredas,1,0,1,1
7008,water service delivery across woreda,1,0,1,1
7009,water service delivery planning,1,0,1,1
7010,water service demand,1,0,1,1
7011,water service expansion,1,1,0,1
7012,water service failures,1,0,1,1
7013,water service financial sustainability,1,0,1,1
7014,water service financing,1,0,1,1
7015,water service functionality,1,0,1,1
7016,water service governance,1,0,1,1
7017,water service handover,1,0,1,1
7018,water service infrastructure,1,0,1,1
7019,water service interruption,1,1,0,1
7020,water service interruption during power outage,1,0,1,1
7021,water service interruption frequency,1,0,1,1
7022,water service longevity,1,0,1,1
7023,water service management quality,1,0,1,1
7024,water service operation,1,0,1,1
7025,water service operations,1,0,1,1
7026,water service outcomes,1,0,1,1
7027,water service planning,1,0,1,1
7028,water service prioritization,1,0,1,1
7029,water service problem coverage,1,0,1,1
7030,water service problem response,1,0,1,1
7031,water service problem-solving,1,0,1,1
7032,water service problems,1,0,1,1
7033,water service project planning,1,0,1,1
7034,water service project sustainability,1,0,1,1
7035,water service provider capacity building,1,1,0,1
7036,water service quality and reliability,1,0,1,1
7037,water service resilience,1,0,1,1
7038,water service sustainability after NGO phase-out,1,0,1,1
7039,water service to school toilets,1,0,1,1
7040,water service transport,1,0,1,1
7041,water services provider management of schemes,1,1,0,1
7042,water shortage and quality,1,1,0,1
7043,water source area protection,1,1,0,1
7044,water source breakdown repair time,1,0,1,1
7045,water source catchment treatment,1,1,0,1
7046,water source consistency,1,0,1,1
7047,water source depletion,1,0,1,1
7048,water source development,1,0,1,1
7049,water source durability,1,0,1,1
7050,water source feasibility assessment,1,0,1,1
7051,water source maintenance quality,1,0,1,1
7052,water source management,1,0,1,1
7053,water source pollution,1,0,1,1
7054,water source production,1,0,1,1
7055,water source protection,1,0,1,1
7056,water source protection and management,1,0,1,1
7057,water source quality,1,0,1,1
7058,water source quantity,1,1,0,1
7059,water source recharge,1,0,1,1
7060,water source scarcity,1,1,0,1
7061,water source sustainability,1,0,1,1
7062,water sources,1,1,0,1
7063,water station functionality,1,0,1,1
7064,water storage,1,0,1,1
7065,water storage container cleanliness,1,0,1,1
7066,water storage reservoirs,1,1,0,1
7067,water storage tank capacity,1,1,0,1
7068,water suitability for household consumption,1,0,1,1
7069,water supply across woredas,1,0,1,1
7070,water supply adequacy and quality,1,0,1,1
7071,water supply and demand imbalance,1,0,1,1
